# Spin 1
# Original Fermi-level:     -3.45938 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
      -6.30158       0.00000       8.00000
      -6.28972       0.00000       8.00000
      -6.27787       0.00000       8.00000
      -6.26601       0.00000       8.00000
      -6.25416       0.00000       8.00000
      -6.24231       0.00000       8.00000
      -6.23045       0.00000       8.00000
      -6.21860       0.00000       8.00000
      -6.20674       0.00000       8.00000
      -6.19489       0.00000       8.00000
      -6.18304       0.00000       8.00000
      -6.17118       0.00000       8.00000
      -6.15933       0.00000       8.00000
      -6.14747       0.00000       8.00000
      -6.13562       0.00000       8.00000
      -6.12377       0.00000       8.00000
      -6.11191       0.00000       8.00000
      -6.10006       0.00000       8.00000
      -6.08820       0.00000       8.00000
