# Spin 1
# Original Fermi-level:     -4.86309 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
     -15.88564       0.00000       0.00000
     -15.88278       0.00000       0.00000
     -15.87993       0.00000       0.00000
     -15.87708       0.00000       0.00000
     -15.87422       0.00000       0.00000
     -15.87137       0.00000       0.00000
     -15.86852       0.00000       0.00000
     -15.86566       0.00000       0.00000
     -15.86281       0.00000       0.00000
     -15.85996       0.00000       0.00000
     -15.85710       0.00000       0.00000
     -15.85425       0.00000       0.00000
     -15.85140       0.00000       0.00000
     -15.84854       0.00000       0.00000
     -15.84569       0.00000       0.00000
     -15.84284       0.00000       0.00000
     -15.83998       0.00000       0.00000
     -15.83713       0.00000       0.00000
     -15.83428       0.00000       0.00000
     -15.83142       0.00000       0.00000
     -15.82857       0.00000       0.00000
     -15.82572       0.00000       0.00000
     -15.82286       0.00000       0.00000
     -15.82001       0.00000       0.00000
     -15.81716       0.00000       0.00000
     -15.81430       0.00000       0.00000
     -15.81145       0.00000       0.00000
     -15.80860       0.00000       0.00000
     -15.80574       0.00000       0.00000
     -15.80289       0.00000       0.00000
     -15.80004       0.00000       0.00000
     -15.79718       0.00000       0.00000
     -15.79433       0.00000       0.00000
     -15.79148       0.00000       0.00000
     -15.78862       0.00000       0.00000
     -15.78577       0.00000       0.00000
     -15.78292       0.00000       0.00000
     -15.78006       0.00000       0.00000
     -15.77721       0.00000       0.00000
     -15.77436       0.00000       0.00000
     -15.77150       0.00000       0.00000
     -15.76865       0.00000       0.00000
     -15.76580       0.00000       0.00000
     -15.76294       0.00000       0.00000
     -15.76009       0.00000       0.00000
     -15.75724       0.00000       0.00000
     -15.75438       0.00000       0.00000
     -15.75153       0.00000       0.00000
     -15.74868       0.00000       0.00000
     -15.74582       0.00000       0.00000
     -15.74297       0.00000       0.00000
     -15.74012       0.00000       0.00000
     -15.73726       0.00000       0.00000
     -15.73441       0.00000       0.00000
     -15.73156       0.00000       0.00000
     -15.72870       0.00000       0.00000
     -15.72585       0.00000       0.00000
     -15.72300       0.00000       0.00000
     -15.72014       0.00000       0.00000
     -15.71729       0.00000       0.00000
     -15.71444       0.00000       0.00000
     -15.71158       0.00000       0.00000
     -15.70873       0.00000       0.00000
     -15.70588       0.00000       0.00000
     -15.70302       0.00000       0.00000
     -15.70017       0.00000       0.00000
     -15.69732       0.00000       0.00000
     -15.69446       0.00000       0.00000
     -15.69161       0.00000       0.00000
     -15.68876       0.00000       0.00000
     -15.68590       0.00000       0.00000
     -15.68305       0.00000       0.00000
     -15.68020       0.00000       0.00000
     -15.67734       0.00000       0.00000
     -15.67449       0.00000       0.00000
     -15.67164       0.00000       0.00000
     -15.66878       0.00000       0.00000
     -15.66593       0.00000       0.00000
     -15.66308       0.00000       0.00000
     -15.66022       0.00000       0.00000
     -15.65737       0.00000       0.00000
     -15.65451       0.00000       0.00000
     -15.65166       0.00000       0.00000
     -15.64881       0.00000       0.00000
     -15.64595       0.00000       0.00000
     -15.64310       0.00000       0.00000
     -15.64025       0.00000       0.00000
     -15.63739       0.00000       0.00000
     -15.63454       0.00000       0.00000
     -15.63169       0.00000       0.00000
     -15.62883       0.00000       0.00000
     -15.62598       0.00000       0.00000
     -15.62313       0.00000       0.00000
     -15.62027       0.00000       0.00000
     -15.61742       0.00000       0.00000
     -15.61457       0.00000       0.00000
     -15.61171       0.00000       0.00000
     -15.60886       0.00000       0.00000
     -15.60601       0.00000       0.00000
     -15.60315       0.00000       0.00000
     -15.60030       0.00000       0.00000
     -15.59745       0.00000       0.00000
     -15.59459       0.00000       0.00000
     -15.59174       0.00000       0.00000
     -15.58889       0.00000       0.00000
     -15.58603       0.00000       0.00000
     -15.58318       0.00000       0.00000
     -15.58033       0.00000       0.00000
     -15.57747       0.00000       0.00000
     -15.57462       0.00000       0.00000
     -15.57177       0.00000       0.00000
     -15.56891       0.00000       0.00000
     -15.56606       0.00000       0.00000
     -15.56321       0.00000       0.00000
     -15.56035       0.00000       0.00000
     -15.55750       0.00000       0.00000
     -15.55465       0.00000       0.00000
     -15.55179       0.00000       0.00000
     -15.54894       0.00000       0.00000
     -15.54609       0.00000       0.00000
     -15.54323       0.00000       0.00000
     -15.54038       0.00000       0.00000
     -15.53753       0.00000       0.00000
     -15.53467       0.00000       0.00000
     -15.53182       0.00000       0.00000
     -15.52897       0.00000       0.00000
     -15.52611       0.00000       0.00000
     -15.52326       0.00000       0.00000
     -15.52041       0.00000       0.00000
     -15.51755       0.00000       0.00000
     -15.51470       0.00000       0.00000
     -15.51185       0.00000       0.00000
     -15.50899       0.00000       0.00000
     -15.50614       0.00000       0.00000
     -15.50329       0.00000       0.00000
     -15.50043       0.00000       0.00000
     -15.49758       0.00000       0.00000
     -15.49473       0.00000       0.00000
     -15.49187       0.00000       0.00000
     -15.48902       0.00000       0.00000
     -15.48617       0.00000       0.00000
     -15.48331       0.00000       0.00000
     -15.48046       0.00000       0.00000
     -15.47761       0.00000       0.00000
     -15.47475       0.00000       0.00000
     -15.47190       0.00000       0.00000
     -15.46905       0.00000       0.00000
     -15.46619       0.00000       0.00000
     -15.46334       0.00000       0.00000
     -15.46049       0.00000       0.00000
     -15.45763       0.00000       0.00000
     -15.45478       0.00000       0.00000
     -15.45193       0.00000       0.00000
     -15.44907       0.00000       0.00000
     -15.44622       0.00000       0.00000
     -15.44337       0.00000       0.00000
     -15.44051       0.00000       0.00000
     -15.43766       0.00000       0.00000
     -15.43481       0.00000       0.00000
     -15.43195       0.00000       0.00000
     -15.42910       0.00000       0.00000
     -15.42625       0.00000       0.00000
     -15.42339       0.00000       0.00000
